date,age,height_cm,body_weight_kg,training_experience_months,sleep_hours,sleep_quality,stress_level,muscle_soreness,days_since_last_training_same_muscle,last_meal_calories,last_meal_carbs_g,last_meal_protein_g,last_meal_fat_g,minutes_since_last_meal,water_before_workout_ml,caffeine_mg,exercise,weight_lifted_kg,set_number,previous_session_reps,recent_average_reps,actual_reps,performance_class,readiness_score
2024-12-05,42,180.7,73.6,104,4.8,1,2,5,3,625,58.0,16.0,36.6,21,312,50,Barbell Row,73.7,5,8,9.8,6,Below Normal,34.6
2024-12-06,33,179.3,77.3,43,7.6,3,5,3,1,617,85.2,34.8,15.2,191,275,250,Bench Press,54.0,3,13,11.4,8,Below Normal,39.2
2024-12-07,26,178.7,73.9,31,10.0,5,3,1,5,411,51.0,51.7,5.0,125,1075,250,Barbell Row,52.8,1,12,11.5,13,Above Normal,92.6
2024-12-08,20,172.1,75.6,110,6.9,3,4,2,5,592,76.0,62.8,5.0,356,920,150,Lat Pulldown,67.3,1,16,16.4,16,Normal,60.9
2024-12-09,35,182.1,55.8,116,6.9,2,1,3,1,380,37.5,36.4,9.4,248,1318,0,Overhead Press,50.8,4,14,12.7,13,Normal,57.9
2024-12-10,33,174.6,62.5,38,7.8,5,2,4,5,839,96.4,50.3,28.0,283,1135,250,Lat Pulldown,55.7,4,13,12.6,14,Normal,71.4
2024-12-11,39,170.6,73.9,37,8.8,3,5,5,1,617,87.9,41.0,11.3,118,1363,250,Lat Pulldown,37.5,3,13,10.6,9,Below Normal,56.5
2024-12-12,34,172.2,73.7,28,8.1,3,3,1,5,871,87.9,29.3,44.7,325,1030,50,Barbell Row,57.9,3,10,9.4,9,Normal,80.8
2024-12-13,21,193.2,68.1,3,4.6,2,5,2,6,638,55.8,6.1,43.4,306,1278,250,Squat,78.4,1,16,14.0,12,Below Normal,37.5
2024-12-14,21,159.4,73.5,67,7.6,4,5,2,1,857,88.8,59.4,29.4,287,336,200,Overhead Press,41.8,1,9,12.1,11,Normal,47.9
2024-12-15,39,179.5,76.9,31,9.8,4,2,5,6,874,103.1,19.3,42.7,182,843,300,Bench Press,57.7,3,9,8.4,9,Normal,73.2
2024-12-16,22,159.9,88.5,102,7.7,3,5,1,1,386,53.6,55.7,5.0,334,1423,200,Overhead Press,43.7,2,11,11.6,13,Normal,63.1
2024-12-17,44,174.0,74.6,21,5.7,2,4,2,2,626,79.9,43.1,14.9,248,1205,0,Bench Press,51.2,2,11,12.6,12,Normal,51.7
2024-12-18,20,171.1,81.6,77,7.3,2,1,2,5,888,128.7,20.4,32.4,42,664,200,Overhead Press,44.3,2,7,5.3,7,Above Normal,71.7
2024-12-19,38,156.2,68.4,61,5.6,4,1,1,3,754,87.4,39.7,27.3,321,1397,0,Overhead Press,41.1,4,10,8.2,7,Normal,83.2
2024-12-20,45,178.5,84.0,74,8.4,4,1,4,7,438,49.0,67.0,5.0,27,537,80,Deadlift,120.5,2,8,11.4,10,Normal,62.9
2024-12-21,30,171.6,81.3,14,5.9,3,4,3,7,958,97.7,58.0,37.2,252,132,250,Deadlift,89.7,2,7,5.7,6,Normal,41.0
2024-12-22,19,156.1,88.1,56,7.1,3,1,3,7,420,42.5,27.3,15.6,105,1215,300,Lat Pulldown,56.9,2,7,6.1,7,Normal,73.6
2024-12-23,42,182.6,86.0,76,6.1,2,2,5,1,1095,146.2,24.3,45.9,325,677,100,Lat Pulldown,61.2,4,9,9.8,6,Below Normal,42.8
2024-12-24,23,187.9,84.2,41,6.4,2,3,3,2,851,78.7,36.5,43.4,268,148,80,Deadlift,84.0,1,10,11.7,12,Normal,46.1
2024-12-25,32,188.4,74.6,105,8.6,3,1,2,2,524,53.8,32.5,19.9,295,385,100,Overhead Press,50.0,5,9,11.8,9,Below Normal,55.6
2024-12-26,45,178.2,79.4,64,7.1,3,2,2,5,415,59.3,53.0,5.0,258,200,50,Barbell Row,70.9,3,14,14.5,15,Normal,57.1
2024-12-27,38,175.4,90.9,44,6.4,2,4,5,4,1017,125.7,46.1,36.6,213,1496,150,Bench Press,57.2,2,10,10.7,10,Normal,41.0
2024-12-28,19,187.0,66.9,4,5.7,3,5,3,6,695,62.8,9.6,45.0,314,1287,100,Bench Press,55.0,4,11,9.6,8,Below Normal,42.0
2024-12-29,40,190.1,67.2,21,4.9,1,3,1,2,935,123.0,41.9,30.6,121,1402,0,Bench Press,45.6,5,8,7.2,8,Normal,55.4
2024-12-30,22,185.2,78.5,58,5.6,2,4,4,2,957,114.0,32.3,41.3,200,355,150,Overhead Press,37.5,1,8,9.5,7,Below Normal,38.6
2024-12-31,38,166.5,81.8,49,7.1,2,3,4,5,307,43.3,35.6,5.0,121,1223,200,Deadlift,91.8,2,13,12.3,14,Above Normal,53.6
2025-01-01,35,176.8,64.5,105,8.1,5,3,2,5,831,108.2,38.7,27.0,58,889,200,Lat Pulldown,72.9,1,12,12.4,13,Normal,78.4
2025-01-02,26,179.0,75.0,95,6.4,2,3,3,5,534,46.9,53.0,14.9,318,514,300,Overhead Press,52.5,1,10,11.2,10,Normal,39.9
2025-01-03,29,158.7,74.7,20,8.7,4,5,3,3,1022,102.6,49.7,45.9,189,1037,200,Squat,69.7,4,9,11.9,11,Normal,66.9
2025-01-04,21,179.2,45.0,71,6.2,3,1,1,4,436,45.2,23.8,17.8,38,1433,200,Barbell Row,68.1,1,15,13.7,15,Normal,76.9
2025-01-05,45,195.5,72.9,55,6.7,3,3,1,7,278,36.5,34.1,5.0,301,745,50,Lat Pulldown,61.2,2,11,10.7,10,Normal,61.0
2025-01-06,24,180.8,73.8,13,5.8,1,1,4,5,815,97.3,28.3,34.7,341,140,100,Squat,67.6,5,15,13.9,12,Below Normal,43.7
2025-01-07,26,188.3,73.8,80,8.1,2,5,4,7,719,96.5,9.8,32.6,245,1280,100,Squat,94.4,4,8,8.7,6,Below Normal,49.3
2025-01-08,32,176.6,95.8,65,9.3,5,4,4,4,722,86.3,33.4,27.0,131,363,300,Squat,95.1,4,11,10.3,12,Above Normal,65.8
2025-01-09,36,174.3,59.0,11,5.1,1,1,2,1,474,51.2,62.7,5.0,313,355,100,Bench Press,43.6,1,7,9.3,8,Normal,43.6
2025-01-10,32,178.4,64.5,57,6.6,3,4,3,6,671,63.1,9.3,42.4,271,964,200,Bench Press,61.7,5,11,12.5,12,Normal,48.5
2025-01-11,32,167.7,45.0,88,8.4,4,3,5,4,1070,107.2,34.6,55.9,117,1219,150,Barbell Row,80.5,1,8,8.0,11,Above Normal,73.8
2025-01-12,34,166.3,69.3,40,5.4,3,1,2,1,899,101.2,34.2,39.7,132,1211,0,Deadlift,89.6,4,10,9.7,10,Normal,72.0
2025-01-13,42,186.4,70.5,43,7.6,4,5,4,1,1088,132.7,39.3,44.4,356,1316,300,Deadlift,106.6,4,3,5.9,4,Below Normal,50.0
2025-01-14,29,187.4,68.9,14,8.3,3,2,1,3,533,77.9,20.6,15.4,345,1337,200,Lat Pulldown,44.3,3,10,12.0,12,Normal,77.9
2025-01-15,41,166.1,91.5,25,7.1,2,1,1,2,990,101.5,13.6,58.8,250,279,50,Overhead Press,31.5,5,13,13.6,13,Normal,59.1
2025-01-16,40,183.7,88.0,118,7.6,4,4,5,5,575,74.2,14.3,24.6,32,521,0,Barbell Row,73.4,5,14,12.8,11,Below Normal,41.5
2025-01-17,44,174.2,77.1,75,8.9,3,2,1,5,1046,101.5,55.0,46.7,98,1108,300,Lat Pulldown,67.4,1,11,12.5,12,Normal,90.0
2025-01-18,43,178.1,70.8,22,9.1,2,4,4,3,986,130.3,20.3,42.6,140,647,80,Deadlift,92.9,5,13,12.6,10,Below Normal,73.9
2025-01-19,40,179.1,90.4,58,6.9,3,1,3,1,390,34.4,27.5,15.8,202,1103,0,Squat,92.0,2,13,12.2,15,Above Normal,66.1
2025-01-20,24,183.9,75.7,24,6.4,2,5,5,1,1077,138.4,66.6,28.6,315,737,150,Barbell Row,57.2,4,12,12.0,6,Below Normal,29.2
2025-01-21,39,175.7,64.5,54,6.0,3,3,3,7,766,74.8,24.0,41.2,309,732,0,Lat Pulldown,49.1,5,13,12.2,11,Normal,47.6
2025-01-22,38,187.7,52.0,18,8.1,5,3,4,3,910,89.9,40.1,43.3,113,137,50,Barbell Row,40.7,3,7,8.9,8,Normal,68.5
2025-01-23,26,177.8,69.8,75,5.5,2,5,5,1,742,90.8,51.0,19.4,57,952,300,Bench Press,79.8,5,9,10.0,7,Below Normal,24.4
2025-01-24,36,180.6,86.6,69,6.7,4,3,5,5,434,48.2,50.2,5.0,113,1310,0,Barbell Row,60.2,5,13,10.7,8,Below Normal,53.7
2025-01-25,25,167.5,107.9,77,7.1,3,1,4,7,1088,127.2,15.0,57.7,100,1246,250,Overhead Press,45.2,3,12,9.7,11,Normal,73.3
2025-01-26,32,194.4,76.9,54,6.4,4,3,1,1,345,36.8,24.3,11.2,326,573,150,Bench Press,54.6,1,8,6.6,8,Normal,70.2
2025-01-27,40,179.2,65.3,35,7.3,2,4,1,7,938,138.0,39.5,25.3,24,1048,80,Overhead Press,35.4,3,9,7.4,11,Above Normal,63.9
2025-01-28,23,181.4,59.4,30,9.8,4,2,3,6,428,45.2,63.9,5.0,303,379,80,Lat Pulldown,39.4,5,8,11.1,10,Normal,72.3
2025-01-29,27,160.5,83.7,26,6.9,3,1,4,2,918,111.4,23.6,42.0,243,987,100,Bench Press,52.9,2,11,12.8,13,Normal,50.0
2025-01-30,40,167.6,51.3,52,6.5,3,1,4,6,609,85.8,27.6,17.3,56,673,150,Deadlift,93.0,5,10,10.5,7,Below Normal,59.5
2025-01-31,30,186.1,83.7,55,8.1,4,5,4,3,451,58.2,41.3,5.9,253,1398,300,Lat Pulldown,45.7,1,21,17.4,20,Above Normal,56.3
2025-02-01,44,177.6,87.4,81,7.3,3,1,1,5,451,48.6,44.3,8.8,217,1095,80,Squat,90.0,4,8,8.2,8,Normal,70.2
2025-02-02,18,157.8,82.1,7,8.6,5,3,1,1,521,63.6,45.2,9.5,21,202,150,Deadlift,58.1,4,13,11.6,12,Normal,71.8
2025-02-03,38,184.3,72.9,34,7.2,5,5,1,2,1016,94.2,22.3,61.1,96,1320,200,Deadlift,79.7,1,14,13.7,16,Above Normal,82.1
2025-02-04,40,170.1,83.9,103,6.7,3,2,3,6,904,109.9,27.0,39.6,138,1114,0,Squat,111.2,3,14,13.2,16,Above Normal,69.8
2025-02-05,43,187.7,78.4,110,5.0,2,2,4,6,820,93.9,38.2,32.4,93,401,300,Barbell Row,72.4,1,12,12.1,12,Normal,46.2
2025-02-06,22,174.2,65.1,112,5.2,3,4,1,1,785,105.9,53.9,16.2,217,495,300,Lat Pulldown,55.9,2,11,13.2,11,Below Normal,47.3
2025-02-07,45,176.8,101.9,37,5.0,1,4,5,2,604,84.9,31.4,15.4,229,341,0,Bench Press,59.2,5,7,10.6,6,Below Normal,25.8
2025-02-08,28,185.6,71.1,17,7.4,2,1,2,5,1017,101.7,34.7,52.4,77,534,80,Barbell Row,41.4,1,17,14.7,17,Above Normal,71.5
2025-02-09,27,166.9,86.9,24,5.5,3,3,4,7,483,44.7,19.6,25.1,62,1422,250,Barbell Row,52.2,5,13,13.7,13,Normal,65.7
2025-02-10,27,166.1,45.0,16,8.4,4,1,4,5,1052,117.7,62.9,36.6,243,1364,250,Squat,68.0,4,6,8.4,6,Below Normal,82.0
2025-02-11,35,173.2,93.9,115,7.0,3,2,1,5,573,69.3,37.3,16.3,180,871,50,Lat Pulldown,62.3,4,12,11.3,13,Above Normal,82.6
2025-02-12,36,182.4,96.6,107,6.7,3,2,5,3,540,60.0,51.2,10.6,110,607,300,Bench Press,73.7,2,7,6.6,5,Below Normal,45.4
2025-02-13,31,163.0,76.4,98,6.1,1,5,5,1,655,83.0,35.4,20.2,107,612,80,Barbell Row,86.9,5,15,14.3,13,Normal,37.1
2025-02-14,19,160.0,83.8,88,7.7,3,5,5,6,887,105.6,36.3,35.5,33,1440,80,Overhead Press,38.8,2,13,11.1,10,Normal,49.3
2025-02-15,45,182.4,83.8,42,6.1,2,4,1,6,857,125.2,12.5,34.0,311,379,80,Overhead Press,36.0,3,12,13.9,12,Below Normal,42.1
2025-02-16,24,169.6,67.0,58,5.9,3,4,2,4,902,102.0,5.0,52.7,307,1161,200,Bench Press,66.9,1,9,10.2,9,Normal,49.0
2025-02-17,20,171.5,83.7,101,8.3,4,1,2,4,326,30.2,53.8,5.0,209,1494,50,Barbell Row,59.5,5,5,5.9,7,Normal,79.8
2025-02-18,34,158.3,64.7,98,7.4,4,1,3,2,387,41.2,36.2,8.6,139,1298,150,Bench Press,58.3,4,18,17.1,18,Normal,77.8
2025-02-19,29,168.9,67.5,63,6.7,3,4,5,4,972,121.9,38.1,36.9,93,1107,0,Squat,80.4,1,8,10.8,12,Normal,50.1
2025-02-20,35,174.9,91.8,101,7.7,2,3,4,2,1084,112.2,16.3,63.3,124,1360,50,Bench Press,79.5,4,8,8.0,11,Above Normal,70.2
2025-02-21,42,183.4,89.6,42,7.0,3,3,4,3,358,37.3,21.5,13.6,335,405,250,Lat Pulldown,46.1,1,15,13.4,13,Normal,38.7
2025-02-22,20,168.1,66.1,50,7.4,4,4,3,1,1019,110.8,50.9,41.4,50,1478,100,Bench Press,57.4,3,17,15.6,17,Normal,61.0
2025-02-23,25,189.9,65.7,101,6.1,4,2,5,5,473,63.4,61.1,5.0,300,227,250,Barbell Row,74.6,3,11,10.0,8,Below Normal,38.8
2025-02-24,32,168.8,67.0,46,9.3,5,4,5,2,1083,158.4,25.7,38.5,123,119,200,Overhead Press,32.2,5,12,10.3,12,Above Normal,70.2
2025-02-25,40,168.9,86.3,91,6.4,1,4,5,6,1095,119.8,45.1,48.4,110,379,300,Bench Press,69.4,2,7,11.1,7,Below Normal,27.2
2025-02-26,34,188.8,62.0,55,8.7,4,2,5,4,791,78.9,37.9,36.0,296,953,50,Bench Press,49.4,1,10,7.7,9,Normal,61.1
2025-02-27,28,176.9,81.0,36,6.8,2,4,4,7,411,46.8,33.2,10.1,347,447,300,Bench Press,57.4,3,9,8.8,7,Below Normal,23.8
2025-02-28,35,170.0,86.5,27,7.9,4,1,1,2,920,100.7,62.8,29.6,358,987,300,Overhead Press,33.4,5,17,15.0,16,Normal,81.2
2025-03-01,45,173.6,74.8,73,7.8,3,2,2,2,336,50.2,28.2,5.0,111,255,100,Lat Pulldown,60.5,4,8,10.2,8,Below Normal,73.3
2025-03-02,31,187.2,90.1,58,8.3,3,4,4,2,534,62.2,53.6,7.9,221,1076,50,Squat,73.1,1,6,8.4,7,Normal,58.1
2025-03-03,42,188.2,71.7,45,6.1,3,5,2,5,793,103.1,40.7,24.2,119,421,50,Lat Pulldown,47.7,1,12,9.4,11,Above Normal,51.7
2025-03-04,39,167.6,73.0,90,8.2,3,1,1,1,307,44.4,34.7,5.0,85,833,150,Bench Press,59.2,4,12,13.2,13,Normal,88.7
2025-03-05,26,174.6,62.3,1,9.0,3,4,5,5,584,74.1,55.6,7.2,151,263,0,Lat Pulldown,37.6,4,5,5.6,2,Below Normal,50.9
2025-03-06,24,175.8,90.2,12,6.7,2,3,3,6,928,95.7,39.4,43.1,41,1459,0,Barbell Row,53.0,3,12,11.1,11,Normal,58.3
2025-03-07,39,166.1,65.3,116,7.0,3,4,5,5,328,41.2,33.6,5.0,76,629,150,Lat Pulldown,62.6,1,18,16.7,17,Normal,45.1
2025-03-08,23,174.5,80.9,80,6.4,2,4,2,1,562,63.3,55.7,9.6,223,947,150,Lat Pulldown,47.5,2,17,15.6,15,Normal,34.9
2025-03-09,27,175.0,75.0,66,6.6,3,1,2,4,253,28.8,53.7,5.0,254,781,250,Lat Pulldown,49.2,5,12,11.9,12,Normal,66.7
2025-03-10,24,185.3,61.3,2,8.9,4,4,2,4,810,120.5,53.0,12.9,112,934,300,Bench Press,37.1,1,12,13.8,15,Normal,78.6
2025-03-11,34,185.9,67.5,72,5.9,2,2,2,3,317,33.3,5.0,18.2,210,737,80,Squat,76.0,2,15,13.8,13,Normal,49.3
2025-03-12,26,172.0,95.4,53,6.0,3,1,3,4,489,57.1,41.6,10.5,280,202,80,Bench Press,64.7,3,11,10.2,9,Normal,52.5
2025-03-13,36,173.1,78.8,72,8.8,4,3,2,6,694,67.7,38.2,30.0,325,1261,50,Deadlift,90.9,4,10,12.8,13,Normal,68.5
2025-03-14,44,181.0,61.9,5,7.7,4,1,5,6,432,42.6,34.5,13.7,213,1000,50,Lat Pulldown,41.1,5,17,15.0,14,Normal,60.4
2025-03-15,41,169.7,80.3,67,9.3,4,4,2,3,446,55.8,44.1,5.2,102,455,100,Overhead Press,39.3,3,4,7.3,7,Normal,78.4
2025-03-16,44,180.3,74.0,70,6.5,3,3,3,3,960,129.1,38.9,32.0,263,217,300,Barbell Row,55.7,3,13,11.9,10,Below Normal,50.2
2025-03-17,18,174.2,124.4,35,7.1,3,3,5,2,911,116.0,45.2,29.6,78,1342,300,Bench Press,56.5,2,10,11.4,11,Normal,55.2
2025-03-18,30,166.3,80.0,7,6.3,3,1,3,3,318,34.4,31.0,6.3,67,565,300,Lat Pulldown,35.6,1,12,10.8,12,Normal,65.0
2025-03-19,24,166.4,70.7,117,7.2,4,4,1,4,979,89.3,57.5,43.5,142,1372,100,Bench Press,85.0,2,11,10.5,9,Below Normal,74.5
2025-03-20,43,188.0,95.9,86,5.0,2,1,1,5,648,75.7,46.7,17.6,132,1172,200,Squat,87.3,2,11,11.1,10,Normal,68.2
2025-03-21,37,173.6,50.2,75,7.8,4,2,3,2,373,44.4,43.1,5.0,69,1444,200,Lat Pulldown,53.1,1,12,11.3,11,Normal,76.0
2025-03-22,26,189.8,77.3,93,7.4,3,2,4,2,1021,138.5,42.4,33.0,37,1024,50,Barbell Row,61.3,4,13,13.3,14,Normal,64.7
2025-03-23,33,170.4,103.9,81,6.9,4,4,5,1,536,68.3,52.4,5.9,342,353,100,Overhead Press,44.9,2,13,11.7,9,Below Normal,38.1
2025-03-24,34,177.6,74.4,17,6.6,2,3,1,1,527,74.8,50.3,5.0,250,149,150,Bench Press,53.4,3,13,10.1,10,Normal,58.9
2025-03-25,31,196.5,51.7,55,6.0,3,5,3,1,374,51.0,33.3,5.0,264,444,80,Overhead Press,25.5,2,6,8.4,7,Normal,38.2
2025-03-26,31,165.5,70.5,107,7.8,3,5,2,2,1004,110.8,49.9,40.1,42,715,100,Bench Press,76.8,3,5,9.3,8,Normal,58.8
2025-03-27,19,157.9,96.4,35,5.7,4,4,3,5,493,62.6,37.6,10.2,291,973,100,Barbell Row,40.1,1,11,11.2,11,Normal,50.7
2025-03-28,30,186.6,81.3,117,7.6,2,1,3,6,754,101.2,63.8,10.4,144,1355,0,Lat Pulldown,62.6,4,8,8.7,9,Normal,77.1
2025-03-29,27,167.6,64.3,8,9.3,3,4,2,7,453,66.7,51.5,5.0,275,297,250,Bench Press,47.0,4,12,12.9,13,Normal,63.2
2025-03-30,40,174.8,66.4,40,8.6,3,2,1,4,1012,115.3,25.6,49.8,187,989,300,Bench Press,54.0,2,10,11.6,12,Normal,70.5
2025-03-31,42,169.7,68.2,43,5.3,1,5,1,4,919,117.6,70.0,18.7,102,219,250,Bench Press,60.6,2,15,13.4,11,Below Normal,52.9
2025-04-01,39,177.4,81.1,75,6.4,2,5,3,7,678,76.0,5.0,39.3,109,774,300,Barbell Row,66.0,4,7,8.9,8,Normal,46.7
2025-04-02,18,166.4,94.7,22,7.5,4,1,2,2,544,72.7,44.6,8.3,67,203,100,Deadlift,79.0,2,9,8.4,10,Above Normal,81.0
2025-04-03,41,173.4,90.7,28,6.9,3,1,2,5,807,116.6,24.6,26.9,302,623,0,Lat Pulldown,40.6,1,14,13.3,14,Normal,64.4
2025-04-04,29,179.0,82.4,80,5.5,2,4,1,6,671,97.3,63.2,5.0,166,949,80,Overhead Press,41.2,2,11,10.8,8,Below Normal,53.0
2025-04-05,29,165.9,57.4,35,7.4,3,1,1,4,1050,102.2,38.8,54.0,285,1135,250,Overhead Press,27.6,5,11,10.0,9,Normal,69.1
2025-04-06,44,168.7,57.4,106,7.0,3,5,1,2,823,82.5,23.1,44.5,302,1227,50,Bench Press,70.0,3,14,12.2,11,Normal,56.2
2025-04-07,42,171.9,83.5,105,9.1,5,3,2,5,273,36.8,31.0,5.0,76,834,150,Barbell Row,79.3,2,12,12.2,12,Normal,87.5
2025-04-08,19,162.1,57.2,37,6.7,2,3,1,7,949,120.5,24.3,41.1,132,462,0,Squat,63.0,3,7,7.4,7,Normal,72.7
2025-04-09,28,171.2,72.8,68,8.3,3,5,2,2,414,59.6,30.4,6.0,62,1379,80,Overhead Press,37.7,2,15,14.0,14,Normal,71.0
2025-04-10,38,176.1,80.3,40,5.6,3,2,2,4,506,54.2,30.1,18.8,23,1407,0,Lat Pulldown,44.3,4,10,9.5,8,Normal,50.3
2025-04-11,33,171.4,60.1,42,5.9,2,3,2,1,621,87.3,23.7,19.7,356,1455,0,Overhead Press,43.4,3,16,14.8,15,Normal,47.9
2025-04-12,25,172.6,61.7,81,7.8,5,5,1,2,428,55.7,39.1,5.4,245,1209,50,Barbell Row,58.2,3,5,7.2,7,Normal,77.4
2025-04-13,32,174.8,74.7,36,8.2,3,1,1,6,1051,104.8,40.9,52.0,174,1189,150,Bench Press,52.1,3,11,11.3,12,Normal,87.2
2025-04-14,42,169.1,83.1,18,5.9,3,1,5,4,1082,103.2,20.1,65.4,88,208,200,Deadlift,74.7,3,8,10.0,9,Normal,63.7
2025-04-15,24,181.2,90.9,32,7.0,4,1,4,2,382,50.2,10.1,15.6,221,902,80,Deadlift,91.8,3,6,5.6,5,Normal,70.6
2025-04-16,38,187.9,84.5,112,5.5,2,2,1,3,522,50.8,39.7,17.8,205,670,250,Deadlift,132.5,2,13,12.1,12,Normal,65.1
2025-04-17,38,170.8,77.0,32,6.8,2,1,2,1,565,77.5,43.0,9.2,96,462,100,Bench Press,48.4,5,5,5.7,6,Normal,71.0
2025-04-18,42,179.4,65.6,44,7.9,4,1,2,6,821,100.4,46.0,26.2,25,195,200,Bench Press,64.2,2,9,9.8,9,Normal,71.1
2025-04-19,26,172.8,61.0,76,6.5,3,5,5,7,758,88.9,43.3,25.5,179,398,150,Squat,94.5,5,14,13.3,13,Normal,42.7
2025-04-20,24,178.3,68.8,13,6.7,2,3,5,1,826,86.5,58.6,27.3,193,1382,200,Squat,74.8,4,9,9.2,8,Normal,48.3
2025-04-21,33,189.1,81.7,33,5.8,1,2,4,2,276,41.1,50.0,5.0,292,1373,300,Deadlift,88.5,3,10,8.2,4,Below Normal,34.2
2025-04-22,32,179.6,80.7,21,6.3,1,3,1,6,687,91.1,75.2,5.0,154,1140,300,Overhead Press,32.4,2,15,12.5,13,Normal,58.6
2025-04-23,29,159.0,46.6,111,8.9,4,5,3,7,429,58.4,81.5,5.0,53,242,150,Overhead Press,45.3,3,11,9.9,11,Normal,52.4
2025-04-24,39,179.1,65.0,112,7.1,3,3,3,6,444,60.2,8.6,18.8,320,1061,300,Deadlift,150.8,5,10,9.5,8,Normal,50.3
2025-04-25,40,186.1,92.9,91,5.9,2,3,4,6,909,112.7,5.0,48.7,161,277,200,Deadlift,120.4,1,16,13.7,14,Normal,53.9
2025-04-26,24,173.0,77.1,30,6.7,1,5,5,7,370,54.1,34.9,5.0,266,1056,80,Squat,74.3,3,8,7.6,5,Below Normal,25.5
2025-04-27,40,184.0,56.2,74,5.2,1,1,2,3,276,34.2,42.6,5.0,34,147,300,Overhead Press,38.1,4,9,9.4,7,Below Normal,38.8
2025-04-28,24,168.8,109.0,80,5.9,2,3,3,7,664,79.7,33.9,23.3,32,499,50,Squat,87.2,4,12,12.7,12,Normal,48.0
2025-04-29,29,161.6,75.6,105,8.5,3,4,2,7,876,91.6,45.6,36.4,27,271,100,Bench Press,76.0,1,6,7.4,6,Normal,66.2
2025-04-30,18,176.3,81.4,19,6.8,3,3,2,2,684,71.9,30.9,30.3,289,1407,50,Deadlift,94.1,3,15,14.9,14,Normal,63.0
2025-05-01,27,159.2,81.6,89,9.1,5,5,2,1,387,51.7,24.6,9.1,102,896,250,Deadlift,108.1,1,11,10.0,14,Above Normal,80.7
2025-05-02,44,172.8,70.9,24,6.9,5,5,4,4,908,98.4,26.9,45.2,289,1392,300,Squat,73.1,5,11,12.7,10,Below Normal,46.6
2025-05-03,30,186.6,65.8,69,7.0,3,2,3,6,574,76.4,32.0,15.6,342,128,250,Overhead Press,40.4,2,12,12.7,14,Normal,57.8
2025-05-04,37,157.8,105.7,106,7.7,4,5,4,6,854,125.6,47.7,17.9,246,1136,0,Overhead Press,47.6,3,10,10.1,13,Above Normal,60.3
2025-05-05,21,163.5,90.0,8,4.1,1,2,4,1,421,48.4,27.7,13.0,356,772,80,Lat Pulldown,32.1,5,10,9.3,5,Below Normal,19.9
2025-05-06,35,165.7,87.5,18,7.2,2,2,2,3,1026,96.0,30.7,57.7,336,756,80,Overhead Press,27.6,3,10,10.4,9,Normal,71.4
2025-05-07,28,174.4,84.1,98,6.9,3,5,5,6,491,63.4,43.6,7.0,266,1323,0,Overhead Press,37.1,1,13,12.3,11,Normal,32.3
2025-05-08,38,171.7,62.0,3,8.6,3,1,1,1,1076,94.8,32.0,63.2,293,166,150,Squat,64.4,5,6,8.0,9,Normal,79.5
2025-05-09,43,187.6,93.9,83,8.1,4,2,5,6,571,78.0,51.8,5.8,225,1422,0,Lat Pulldown,51.3,4,6,7.5,8,Normal,59.4
2025-05-10,32,183.6,64.2,61,5.8,2,4,1,3,869,104.6,21.2,40.6,94,139,150,Overhead Press,35.9,4,14,14.2,16,Above Normal,55.8
2025-05-11,20,179.5,80.0,42,8.4,2,3,2,1,677,80.0,18.0,31.7,55,608,150,Deadlift,82.5,1,9,8.7,9,Normal,60.7
2025-05-12,31,176.3,53.0,104,6.7,4,5,5,2,315,38.8,39.6,5.0,150,293,150,Overhead Press,43.1,3,12,11.4,10,Normal,35.7
2025-05-13,21,178.5,47.4,102,6.0,2,2,4,6,333,39.9,41.1,5.0,182,832,300,Squat,87.6,3,9,10.0,8,Below Normal,42.3
2025-05-14,30,167.2,80.5,40,7.2,2,3,2,7,594,64.0,22.0,27.8,139,934,250,Deadlift,104.0,2,10,10.1,7,Below Normal,65.2
2025-05-15,19,182.7,64.7,1,6.8,4,1,5,1,414,43.5,55.2,5.0,54,999,80,Lat Pulldown,41.0,3,16,14.1,14,Normal,49.1
2025-05-16,35,165.0,48.2,16,8.7,3,2,1,4,768,87.1,63.9,18.2,192,1218,150,Barbell Row,46.8,2,11,10.3,10,Normal,76.6
2025-05-17,26,182.5,83.6,13,7.4,4,1,4,2,367,52.6,25.6,6.0,190,1152,250,Barbell Row,43.6,3,9,9.6,10,Normal,58.9
2025-05-18,23,185.7,105.7,118,7.2,3,4,3,5,752,72.2,57.3,26.0,345,1428,250,Deadlift,99.0,5,8,9.8,5,Below Normal,52.4
2025-05-19,18,176.9,95.5,72,8.0,3,2,2,6,424,45.7,5.0,24.6,345,729,200,Deadlift,104.0,4,8,9.2,8,Normal,68.5
2025-05-20,42,173.4,72.4,82,8.2,4,4,5,7,404,40.2,51.1,5.0,229,345,0,Lat Pulldown,52.1,2,9,8.8,8,Normal,37.2
2025-05-21,41,178.6,76.1,28,7.9,4,2,4,3,562,64.2,22.1,24.1,310,318,100,Squat,75.7,2,10,9.3,10,Normal,61.9
2025-05-22,40,150.0,88.4,103,8.6,4,3,1,3,746,71.5,49.6,29.1,126,486,250,Lat Pulldown,66.7,1,16,14.7,17,Above Normal,82.2
2025-05-23,19,177.7,91.7,87,7.7,3,5,1,3,589,79.5,20.6,21.0,350,944,0,Deadlift,121.4,2,13,12.3,15,Above Normal,58.1
